day,start_datetime,end_datetime,activity,calories,distance,intensity,label,source,id
"2025-07-16","2025-07-16T20:23:00-07:00","2025-07-16T20:43:00-07:00","strengthTraining",90.47718048095703,"","moderate","","confirmed","7a8d1322-a97a-4246-a1a6-d27c49255b40"
